id,titulo,preco,link,avaliacao,num_avaliacoes,comentarios
23,"SONYConsole Playstation 4 Slim Hits Bundle V15 1tb Mega Pack Cor PretoAvaliação 4,8 de 5. (53 avaliações)4.8(53)R$2.374em12xR$228,18Frete grátis",2374.00,https://www.mercadolivre.com.br/console-playstation-4-slim-hits-bundle-v15-1tb-mega-pack-cor-preto/p/MLB16261616?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB16261616&wid=MLB5400715788&position=17&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,4.8,0,"Ps é ps né pai! vale a pena msm após o lançamento do 5 devido a sinergia dos jogos!.; Meu filho adorou e está extremamente satisfeito com o game, os jogos vieram todos em mídias físicas o que já faz um diferencial.; O produto é novo de ótima qualidade, eu gostei muito os gráficos são ótimos, eu super recomendo, com certeza será uma boa escolha!.; Produto original, novo e lacrado. Cumpre tudo que promete. Compraria de novo facilmente. Muito bom !!."
24,"SONYSony PlayStation 4 Slim 1TB Gold Limited Edition cor gold - Excelente (Recondicionado)R$2.099R$1.9945% OFFem12xR$191,66Frete grátisRecondicionado",2099.00,https://www.mercadolivre.com.br/sony-playstation-4-slim-1tb-gold-limited-edition-cor-gold-excelente-recondicionado/p/MLB2014100928?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB2014100928&wid=MLB5391697998&position=33&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,N/A,0,N/A
25,"SONYSony Playstation Cuh 4 Slim 500gb Standard Cor Preto E Jogos FisicoAvaliação 4,5 de 5. (11 avaliações)4.5(11)R$2.732R$2.37613% OFFem12xR$198,07sem jurosFrete grátis",2732.00,https://produto.mercadolivre.com.br/MLB-5269010940-sony-playstation-cuh-4-slim-500gb-standard-cor-preto-e-jogos-fisico-_JM?searchVariation=186807067489&highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=186807067489&position=45&search_layout=grid&type=item&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e,4.5,0,"Top veio td ok.; O playstation é bom mas o cd que veio acompanhando não reproduz nada, veio defeituoso.; Muito bom excelente."
26,"SONYSony PlayStation 4 Pro 1TB Marvel's Spider-Man Limited Edition Bundle cor amazing red - Excelente (Recondicionado)R$6.690em12xR$557,50sem jurosFrete grátisRecondicionado",6690.00,https://www.mercadolivre.com.br/sony-playstation-4-pro-1tb-marvels-spider-man-limited-edition-bundle-cor-amazing-red-excelente-recondicionado/p/MLB2014105956?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB2014105956&wid=MLB5370814384&position=4&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,N/A,0,N/A
27,"SONYSony PlayStation 4 Slim 1TB Standard Preto OnyxAvaliação 4,6 de 5. (141 avaliações)4.6(141)R$2.200em12xR$183,33sem jurosFrete grátisDisponível em 2 cores",2200.00,https://www.mercadolivre.com.br/sony-playstation-4-slim-1tb-standard-preto-onyx/p/MLB10813733?highlight=true&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB10813733&wid=MLB3996941833&position=15&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,4.6,0,Produto bom❤️🎮.; O console até então funcionando! mas o controle não é original!.; Gostei recomendo.; Meu filho amou. Excelente o produto.; Eu achei muito bom o produto super recomendo comprar.
28,"SONYPlaystation 4 + 2 Controles + Fc 25 + Fortinite + Efootball + NfR$2.729em12xR$227,49sem jurosFrete grátisRecondicionado",2729.00,https://produto.mercadolivre.com.br/MLB-5364466642-playstation-4-2-controles-fc-25-fortinite-efootball-nf-_JM?searchVariation=187659312483&highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=187659312483&position=46&search_layout=grid&type=item&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e,N/A,0,N/A
29,"SONYSony PlayStation 4 Slim 500GB Days of Play Limited Edition cor azul 2019 - Excelente (Recondicionado)R$2.299em12xR$221,07Frete grátisRecondicionado",2299.00,https://www.mercadolivre.com.br/sony-playstation-4-slim-500gb-days-of-play-limited-edition-cor-azul-2019-excelente-recondicionado/p/MLB2013745043?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB2013745043&wid=MLB5420629106&position=13&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,N/A,0,N/A
30,"SONYSony PlayStation 4 Slim 1TB Hits Bundle: God of War/Horizon Zero Dawn/Shadow of the Colossus cor preto onyxAvaliação 5 de 5. (5 avaliações)5.0(5)R$2.301em12xR$191,75sem jurosFrete grátis",2301.00,https://www.mercadolivre.com.br/sony-playstation-4-slim-1tb-hits-bundle-god-of-warhorizon-zero-dawnshadow-of-the-colossus-cor-preto-onyx/p/MLB14757731?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB14757731&wid=MLB4003872369&position=19&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,N/A,0,Produto muito bom. Excelente.
31,SONYPlaystation 4 Edição De 20 Anos Aniversário ( Não Envio Combinar Entrega)R$19.000em12xR$1.826Frete grátis,19000.00,https://produto.mercadolivre.com.br/MLB-3901595783-playstation-4-edico-de-20-anos-aniversario-no-envio-combinar-entrega-_JM?searchVariation=185960284319&highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=185960284319&position=47&search_layout=grid&type=item&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e,N/A,0,N/A
32,"SONYPlaystation 4 Pro Edição Monster Hunter Completo - Ps4 Pro Edição Monster Hunter CompletoR$3.799em12xR$365,15Frete grátisRecondicionado",3799.00,https://produto.mercadolivre.com.br/MLB-3673084187-playstation-4-pro-edico-monster-hunter-completo-ps4-pro-edico-monster-hunter-completo-_JM?searchVariation=180382422316&highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=180382422316&position=48&search_layout=grid&type=item&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e,N/A,0,N/A
33,"SONYSony PlayStation 4 Slim 1TB DualShock 4, 2 Controller cor preto onyxAvaliação 4,5 de 5. (44 avaliações)4.5(44)R$2.327em12xR$193,92sem jurosFrete grátis",2327.00,https://www.mercadolivre.com.br/sony-playstation-4-slim-1tb-dualshock-4-2-controller-cor-preto-onyx/p/MLB15296182?highlight=true&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB15296182&wid=MLB4079634817&position=20&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,4.5,0,"Bom, controles não são originais.; De quando comprei está perfeito, funcionando perfeitamente.
Veio de acordo com o anúncio.; Ótimo produto,.; Bom produto.; Cara sem palavras. Ótimo produto pode confiar."
34,"SONYSony Playstation 4 500gb Ps4 Slim 500gb  3 Jogos - Nf E Gara Preto (Recondicionado)Avaliação 4,2 de 5. (9 avaliações)4.2(9)R$1.949em12xR$162,42sem jurosFrete grátisRecondicionado",1949.00,https://www.mercadolivre.com.br/sony-playstation-4-500gb-ps4-slim-500gb--3-jogos--nf-e-gara/up/MLBU3084220305?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLBU3084220305&wid=MLB5328344046&position=14&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,4.2,0,Produto impecavel.
35,"SONYSony PlayStation 4 500GB Standard cor preto onyx 2013Avaliação 4,5 de 5. (87 avaliações)4.5(87)R$2.034em12xR$169,57sem jurosFrete grátis",2034.00,https://www.mercadolivre.com.br/sony-playstation-4-500gb-standard-cor-preto-onyx-2013/p/MLB13984363?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB13984363&wid=MLB4086783715&position=25&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,4.5,0,"Produto funcionando como esperado como esperado! novo e lacrado. Veio com 3 jogos físicos.; Véio com umas marcas de uso.; Video game sensacional. Dei um salto do ps2 para esse. A diferença de gráficos é gritante.; Produto ótimo, meu filho gostou muito!.; Boa tarde,ps4 chego perfeito como eu esperava,mas um dos jogo q veio esta com defeito."
36,"SONYPlaystation 4 Pro 1tb Ps4 Pro 1 Controle + 2 Jogos + 1 Quadro Decorativo Preto (Recondicionado)Avaliação 5 de 5. (1 avaliações)5.0(1)R$2.599R$2.4695% OFFem12xR$205,75sem jurosFrete grátisRecondicionado",2599.00,https://www.mercadolivre.com.br/playstation-4-pro-1tb-ps4-pro-1-controle--2-jogos--1-quadro-decorativo/up/MLBU3048812063?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLBU3048812063&wid=MLB3994028421&position=30&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,N/A,0,N/A
37,"SONYPs4 Slim 1 Tb  2 Controles + Jogos PretoAvaliação 3,7 de 5. (3 avaliações)3.7(3)R$2.519em12xR$209,92sem jurosFrete grátis",2519.00,https://www.mercadolivre.com.br/ps4-slim-1-tb--2-controles--jogos/up/MLBU3144788665?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLBU3144788665&wid=MLB5367337660&position=21&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,3.7,0,"Peoduto não original.; Melhor escolha, impossível. Top."
38,"SONYConsole Playstation 4 Slim Sony 1tb 4k Com ControleR$2.199em12xR$211,36Frete grátis",2199.00,https://produto.mercadolivre.com.br/MLB-4007726975-console-playstation-4-slim-sony-1tb-4k-com-controle-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&wid=MLB4007726975&sid=search,N/A,0,N/A
39,"SONYConsole Playstation 4 Pro 1tb 4k Edição Destiny 2 + 1 Jogo Nota E GarantiaR$4.999em12xR$416,58sem jurosFrete grátisRecondicionado",4999.00,https://produto.mercadolivre.com.br/MLB-5367143260-console-playstation-4-pro-1tb-4k-edico-destiny-2-1-jogo-nota-e-garantia-_JM?searchVariation=183465737572&highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=183465737572&position=50&search_layout=grid&type=item&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e,N/A,0,N/A
40,"SONYSony Playstation 4 1tb Ps4 Slim 1tb 2 Controles - Nf E Garan Preto (Recondicionado)Avaliação 4,3 de 5. (4 avaliações)4.3(4)R$2.089em12xR$174,08sem jurosFrete grátisRecondicionado",2089.00,https://www.mercadolivre.com.br/sony-playstation-4-1tb-ps4-slim-1tb-2-controles--nf-e-garan/up/MLBU3127849151?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLBU3127849151&wid=MLB5356425284&position=26&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,4.3,0,Jogo veio errado produto usado e controles de cor diferente.
41,"SONYPlaystation 4 + 2 Controles + Fc 25 + Fortinite + EfootballR$2.699em12xR$224,99sem jurosFrete grátisDisponível em 2 coresRecondicionado",2699.00,https://produto.mercadolivre.com.br/MLB-5356311416-playstation-4-2-controles-fc-25-fortinite-efootball-_JM?searchVariation=183381978480&highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=183381978480&position=51&search_layout=grid&type=item&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e,N/A,0,N/A
42,"SONYSony PlayStation 4 1TB Standard cor preto onyx 2013Avaliação 4,5 de 5. (87 avaliações)4.5(87)R$2.106em12xR$202,42Frete grátis",2106.00,https://www.mercadolivre.com.br/sony-playstation-4-1tb-standard-cor-preto-onyx-2013/p/MLB15197818?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB15197818&wid=MLB4032459293&position=28&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,4.5,0,"Produto funcionando como esperado como esperado! novo e lacrado. Veio com 3 jogos físicos.; Véio com umas marcas de uso.; Video game sensacional. Dei um salto do ps2 para esse. A diferença de gráficos é gritante.; Produto ótimo, meu filho gostou muito!.; Boa tarde,ps4 chego perfeito como eu esperava,mas um dos jogo q veio esta com defeito."
43,"SONYSony PlayStation CUH-2215A 4 Slim 500gb Standard Cor PretoAvaliação 4,6 de 5. (141 avaliações)4.6(141)R$2.191em12xR$182,58sem jurosFrete grátisDisponível em 2 cores",2191.00,https://www.mercadolivre.com.br/sony-playstation-cuh-2215a-4-slim-500gb-standard-cor-preto/p/MLB24531547?highlight=true&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB24531547&wid=MLB3986706931&position=29&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,4.6,0,Produto bom❤️🎮.; O console até então funcionando! mas o controle não é original!.; Gostei recomendo.; Meu filho amou. Excelente o produto.; Eu achei muito bom o produto super recomendo comprar.
44,SONYSony PlayStation 4 Pro 1TB The Last of Us Part II Limited Edition cor preto onyxR$11.999R$11.3995% OFFem12xR$1.095Frete grátis,11999.00,https://www.mercadolivre.com.br/sony-playstation-4-pro-1tb-the-last-of-us-part-ii-limited-edition-cor-preto-onyx/p/MLB15833694?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB15833694&wid=MLB3533133029&position=23&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,N/A,0,N/A
45,"SONYSony PlayStation 4 Pro CUH-72 1TB Standard cor preto onyx - Excelente (Recondicionado)R$3.599em12xR$345,92Frete grátisRecondicionado",3599.00,https://www.mercadolivre.com.br/sony-playstation-4-pro-cuh-72-1tb-standard-cor-preto-onyx-excelente-recondicionado/p/MLB2014102186?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB2014102186&wid=MLB5394887808&position=24&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,N/A,0,N/A
46,"SONYSony PlayStation 4 Slim 1TB FIFA 19 Bundle cor preto onyxAvaliação 4,6 de 5. (86 avaliações)4.6(86)R$2.165em12xR$180,42sem jurosFrete grátis",2165.00,https://www.mercadolivre.com.br/sony-playstation-4-slim-1tb-fifa-19-bundle-cor-preto-onyx/p/MLB13876219?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB13876219&wid=MLB5318938074&position=27&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,4.6,0,"Excelente, já estamos usando há mais de 6 meses e nunca travou. Comprei o suporte para ventilar a parte de baixo, acho que isso ajudou bastante. Da pra ver que é um produto usado, que foi aberto, reformado, etc. Mas é de otima qualidade, compraria novamente.; Muito bom por enquanto não apresentou nenhum problema produto de ótima qualidade.; Ótimo, muito bom, índico que comprem.; O produto ta funcionando certinho,veio sem avarias, até agora nada a reclamar, recomendo.; O produto é excelente, muito bom mesmo, indicamos."
47,SONYSony PlayStation 4 500GB Metal Gear Solid V: The Phantom Pain Limited Edition cor magma red 2016R$5.999em12xR$500sem jurosFrete grátis,5999.00,https://www.mercadolivre.com.br/sony-playstation-4-500gb-metal-gear-solid-v-the-phantom-pain-limited-edition-cor-magma-red-2016/p/MLB14338601?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB14338601&wid=MLB5111934078&position=36&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,N/A,0,N/A
48,"SONYSony PlayStation 4 Slim 1TB Marvel's Spider-Man Bundle cor preto onyx 2020Avaliação 4,8 de 5. (44 avaliações)4.8(44)R$2.325em12xR$193,75sem jurosFrete grátis",2325.00,https://www.mercadolivre.com.br/sony-playstation-4-slim-1tb-marvels-spider-man-bundle-cor-preto-onyx-2020/p/MLB15189602?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB15189602&wid=MLB4065265565&position=32&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,4.8,0,"Excelente experiência com vikings e meli nessa black friday, fui um dos poucos a conseguir esse ps4 novinho com 80% de desconto. Obrigado por todo suporte e atenção!.; Produto original, veio lacrado, funcionando perfeitamente com todos os manuais e acessórios. Super show !!.; Top! sensacional. Comprei com um nega desconto de 80% na black friday.; Produto original, todo em português funcionando perfeito , 3 meses de muita diversão.; Muito bom e preço atrativo. Vale a compra."
49,"SONYSony Playstation 4 500gb Ps4 Slim 500gb 2 Controles- Nf E Ga Preto (Recondicionado)R$1.999em12xR$166,58sem jurosFrete grátisRecondicionado",1999.00,https://www.mercadolivre.com.br/sony-playstation-4-500gb-ps4-slim-500gb-2-controles-nf-e-ga/up/MLBU3144709323?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLBU3144709323&wid=MLB5367206614&position=31&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,N/A,0,N/A
50,"SONYSony PlayStation 4 Slim 1TB FIFA 20/Extra DualShock 4 Controller cor preto onyx 2020Avaliação 4,3 de 5. (3 avaliações)4.3(3)R$2.389em12xR$199,08sem jurosFrete grátis",2389.00,https://www.mercadolivre.com.br/sony-playstation-4-slim-1tb-fifa-20extra-dualshock-4-controller-cor-preto-onyx-2020/p/MLB15229598?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB15229598&wid=MLB4079779839&position=34&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,4.3,0,"Bom, o play funcionou normalmente em partes.
O cooler disparou devido a pasta térmica. ( fazendo um. Barulho de secador alto).
Foi feita a devolução, sem nenhum problema.
Só achei que deveria estar específico que era novo (de prateleira) e não lacrado na caixa.
Disco arranhado. E tampa com riscos, mas nada, volto a dizer, nada que atrapalhou ombom. Uso do mesmo.
Ele ligou joguei, mas o. Barulho me fez devolver.
Como procuro um novo, e não um de exposição, optei por devolver, e ficou tudo. Ok.
Obg vendendo."
51,"SONYSony PlayStation 4 Slim 1TB FIFA 20 Bundle cor preto onyxAvaliação 4,5 de 5. (54 avaliações)4.5(54)R$2.099em12xR$201,75Frete grátisOutra opção de compraR$2.269em12xR$189,08sem juros",2099.00,https://www.mercadolivre.com.br/sony-playstation-4-slim-1tb-fifa-20-bundle-cor-preto-onyx/p/MLB15189225?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLB15189225&wid=MLB4048278156&position=35&search_layout=grid&type=product&tracking_id=9343209a-868c-4a64-9a24-974a136d6a6e&sid=search,4.5,0,"Produto de qualidade, recomendo!!!.; Ótimo produto eu recomendo 👍.; Muito bom recomendo a todos.; Até agora, nada a reclamar!."
