id,titulo,preco,link,avaliacao,num_avaliacoes
24,"HPKit Cartucho Hp 712 Original Preto 38ml Plotter T250 T650R$949,90em12xR$91,89Frete grátis",949.00,https://produto.mercadolivre.com.br/MLB-5370390542-kit-cartucho-hp-712-original-preto-38ml-plotter-t250-t650-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=36868a2f-fb24-4dcf-9c1c-0581b8a7e2d7&wid=MLB5370390542&sid=search,N/A,0
25,"HPKit Cartucho Hp 712 Original Preto 38ml Plotter T250 T650Avaliação 5 de 5. (1 avaliações)5.0(1)R$979em12xR$94,71Frete grátis",979.00,https://produto.mercadolivre.com.br/MLB-5046775736-kit-cartucho-hp-712-original-preto-38ml-plotter-t250-t650-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&backend_model=search-backend&position=29&search_layout=grid&type=item&tracking_id=36868a2f-fb24-4dcf-9c1c-0581b8a7e2d7&wid=MLB5046775736&sid=search,N/A,0
26,"Cartucho Tinta Original Plotter Hp T250 T650 712 Preto 38mlPor Tec PrintAvaliação 4,9 de 5. (11 avaliações)4.9(11)R$399,90R$379,905% OFFem7xR$54,27sem jurosFrete grátis",399.00,https://produto.mercadolivre.com.br/MLB-1807049581-cartucho-tinta-original-plotter-hp-t250-t650-712-preto-38ml-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=36868a2f-fb24-4dcf-9c1c-0581b8a7e2d7&wid=MLB1807049581&sid=search,4.9,0
27,"HPKit Com 4 Cartuchos De Tinta 712 Hp 3ed70a Preto 38mlPor Primer PrintR$1.495R$1.3907% OFFem12xR$134,57Frete grátis",1495.00,https://produto.mercadolivre.com.br/MLB-3474810967-kit-com-4-cartuchos-de-tinta-712-hp-3ed70a-preto-38ml-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=36868a2f-fb24-4dcf-9c1c-0581b8a7e2d7&wid=MLB3474810967&sid=search,N/A,0
28,"HPKit Tinta Original Plotter Hp T250 T650 712 - 04 CoresPor Tec PrintAvaliação 5 de 5. (14 avaliações)5.0(14)R$1.259em12xR$121,88Frete grátis",1259.00,https://produto.mercadolivre.com.br/MLB-2169674439-kit-tinta-original-plotter-hp-t250-t650-712-04-cores-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&backend_model=search-backend&position=32&search_layout=grid&type=item&tracking_id=36868a2f-fb24-4dcf-9c1c-0581b8a7e2d7&wid=MLB2169674439&sid=search,N/A,0
29,"HPKit 4 Cartuchos De Tinta 712  Hp T210 T250 T650R$979em12xR$94,71Frete grátis",979.00,https://produto.mercadolivre.com.br/MLB-5046753398-kit-4-cartuchos-de-tinta-712-hp-t210-t250-t650-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=36868a2f-fb24-4dcf-9c1c-0581b8a7e2d7&wid=MLB5046753398&sid=search,N/A,0
30,"HPCartucho Tinta Original Hp T250 T650 712 38ml PretoR$292,90em6xR$48,82sem jurosFrete grátis",292.00,https://produto.mercadolivre.com.br/MLB-4047006275-cartucho-tinta-original-hp-t250-t650-712-38ml-preto-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=36868a2f-fb24-4dcf-9c1c-0581b8a7e2d7&wid=MLB4047006275&sid=search,N/A,0
31,"HPKit Cartucho Hp 712 Original Preto 38ml Plotter T250 T650R$979em12xR$94,71Frete grátis",979.00,https://produto.mercadolivre.com.br/MLB-5046762762-kit-cartucho-hp-712-original-preto-38ml-plotter-t250-t650-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&backend_model=search-backend&position=35&search_layout=grid&type=item&tracking_id=36868a2f-fb24-4dcf-9c1c-0581b8a7e2d7&wid=MLB5046762762&sid=search,N/A,0
32,"HPKit 4 Cartuchos De Tinta 712 C/preto 38ml Hp T210 T250 T650Avaliação 4,3 de 5. (3 avaliações)4.3(3)R$1.034R$930,9410% OFFem12xR$90,06Frete grátis",1034.00,https://produto.mercadolivre.com.br/MLB-2004761913-kit-4-cartuchos-de-tinta-712-cpreto-38ml-hp-t210-t250-t650-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=36868a2f-fb24-4dcf-9c1c-0581b8a7e2d7&wid=MLB2004761913&sid=search,4.3,0
33,"HPKit Cartucho Hp 712 Original Preto 38ml Plotter T250 T650R$949,87em12xR$91,89Frete grátis",949.00,https://produto.mercadolivre.com.br/MLB-4057372713-kit-cartucho-hp-712-original-preto-38ml-plotter-t250-t650-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=36868a2f-fb24-4dcf-9c1c-0581b8a7e2d7&wid=MLB4057372713&sid=search,N/A,0
