id,titulo,preco,link
35,"HPCartucho Hp 711 Preto 80ml Cz133ab T120 OriginalAvaliação 5 de 5. (14 avaliações)5.0(14)R$542,90em12xR$52,41Frete grátis",542.00,https://produto.mercadolivre.com.br/MLB-2076303500-cartucho-hp-711-preto-80ml-cz133ab-t120-original-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB2076303500&sid=search
36,"HPCartucho Tinta Original Hp 711 T120 Amarelo Cz132ab 29mlPor Tec PrintR$349,90em12xR$34,23Frete grátis",349.00,https://produto.mercadolivre.com.br/MLB-4559241492-cartucho-tinta-original-hp-711-t120-amarelo-cz132ab-29ml-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB4559241492&sid=search
37,"HPCartucho Hp T120, Preto 80ml Original, Lacrado Cz133abAvaliação 5 de 5. (22 avaliações)5.0(22)R$535,92em12xR$51,73Frete grátis",535.00,https://produto.mercadolivre.com.br/MLB-1497357910-cartucho-hp-t120-preto-80ml-original-lacrado-cz133ab-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB1497357910&sid=search
38,"HPCartucho De Tinta Hp 711 Cz131ab Magenta 25780 OriginalR$296,80em12xR$29,03Frete grátis",296.00,https://produto.mercadolivre.com.br/MLB-3297157703-cartucho-de-tinta-hp-711-cz131ab-magenta-25780-original-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB3297157703&sid=search
39,"HPKit 4 Cartuchos De Tinta 711 C/preto 80ml Hp T120 T520R$1.388R$1.09621% OFFem12xR$106,10Frete grátis",1388.00,https://produto.mercadolivre.com.br/MLB-1908064280-kit-4-cartuchos-de-tinta-711-cpreto-80ml-hp-t120-t520-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB1908064280&sid=search
40,"HPCartucho Hp 711 Original Cz129a Black | T120 | T520Avaliação 5 de 5. (1 avaliações)5.0(1)R$389,50em12xR$38,10Frete grátis",389.00,https://produto.mercadolivre.com.br/MLB-1748506468-cartucho-hp-711-original-cz129a-black-t120-t520-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB1748506468&sid=search
41,"HPCartucho Hp 711 Preto 80ml Cz133ab Para Plotter DesignjetR$724,99R$579,9920% OFFem11xR$52,73sem jurosFrete grátis",724.00,https://produto.mercadolivre.com.br/MLB-3902836662-cartucho-hp-711-preto-80ml-cz133ab-para-plotter-designjet-_JM?searchVariation=179453873127&highlight=false&headerTopBrand=true#polycard_client=search-nordic&searchVariation=179453873127&position=42&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644
42,"HPCartucho Hp 711 Cz132a Yellow 29ml Original Cx 1 UnAvaliação 5 de 5. (1 avaliações)5.0(1)R$339,80em12xR$33,24Chegará grátis amanhãEnviado pelo",339.00,https://produto.mercadolivre.com.br/MLB-3257063547-cartucho-hp-711-cz132a-yellow-29ml-original-cx-1-un-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB3257063547&sid=search
43,"HPKit Com 3 Cartuchos De Tinta Color 711 Hp T120 T520Avaliação 5 de 5. (5 avaliações)5.0(5)R$748,70R$636,3915% OFFem12xR$61,43Frete grátis",748.00,https://produto.mercadolivre.com.br/MLB-1861500395-kit-com-3-cartuchos-de-tinta-color-711-hp-t120-t520-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB1861500395&sid=search
44,"HPTinta Original Hp 711 Cz133a Plotter T120 T520 Preto 80mlPor Tec PrintAvaliação 4,9 de 5. (13 avaliações)4.9(13)R$629,90em12xR$60,81Frete grátis",629.00,https://produto.mercadolivre.com.br/MLB-2601949957-tinta-original-hp-711-cz133a-plotter-t120-t520-preto-80ml-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB2601949957&sid=search
45,"HPCartucho Compativel Plotter T120 T520 T130 711 Kit 04 CoresAvaliação 4,1 de 5. (16 avaliações)4.1(16)R$176,07Frete grátis",176.00,https://produto.mercadolivre.com.br/MLB-3196689311-cartucho-compativel-plotter-t120-t520-t130-711-kit-04-cores-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB3196689311&sid=search
46,"HPKit Cartuchos 4 Cores Hp 711 P/ T120 T520 24 T520 Preto 80mlAvaliação 4,5 de 5. (2 avaliações)4.5(2)R$1.454em12xR$140,67Chegará grátis amanhãEnviado pelo",1454.00,https://produto.mercadolivre.com.br/MLB-3721212871-kit-cartuchos-4-cores-hp-711-p-t120-t520-24-t520-preto-80ml-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&backend_model=search-backend&position=47&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB3721212871&sid=search
47,"HPCartucho Compativel Plotter T120 T520 T130 711 Kit 04 CoresR$186,07Frete grátis",186.00,https://produto.mercadolivre.com.br/MLB-4028247455-cartucho-compativel-plotter-t120-t520-t130-711-kit-04-cores-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB4028247455&sid=search
48,"HPCartucho De Tinta 711 Preto Original Hp Cz129ab T120 T520Por Primer PrintAvaliação 4,6 de 5. (20 avaliações)4.6(20)R$453,94R$422,167% OFFem12xR$40,75Frete grátis",453.00,https://produto.mercadolivre.com.br/MLB-1861473930-cartucho-de-tinta-711-preto-original-hp-cz129ab-t120-t520-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB1861473930&sid=search
49,"HPKit 3 Cartuchos Hp 711 Color 29ml Cada T120 T520Avaliação 5 de 5. (2 avaliações)5.0(2)R$869,99em12xR$72,50sem jurosFrete grátis",869.00,https://produto.mercadolivre.com.br/MLB-3534972909-kit-3-cartuchos-hp-711-color-29ml-cada-t120-t520-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB3534972909&sid=search
50,"HPKit Com 3 Cartuchos De Tinta 711 Ciano Hp T120 T130 T520 530Por Primer PrintR$817,58R$760,347% OFFem12xR$73,40Frete grátis",817.00,https://www.mercadolivre.com.br/kit-com-3-cartuchos-de-tinta-711-ciano-hp-t120-t130-t520-530/p/MLB49248278?highlight=false&headerTopBrand=true#polycard_client=search-nordic&searchVariation=MLB49248278&wid=MLB5382853170&position=4&search_layout=grid&type=product&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&sid=search
51,"HPCartucho De Tinta 711 Magenta Original Hp Cz131ab T120 T520Por Primer PrintAvaliação 4,8 de 5. (13 avaliações)4.8(13)R$334,96R$311,517% OFFem12xR$30,47Frete grátis",334.00,https://produto.mercadolivre.com.br/MLB-1861473826-cartucho-de-tinta-711-magenta-original-hp-cz131ab-t120-t520-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=51&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB1861473826&sid=search
52,"HPKit 4 Cartuchos Originais Hp 711 Preto 80ml Color 29ml CadaAvaliação 4,9 de 5. (17 avaliações)4.9(17)R$1.499em12xR$125sem jurosFrete grátis",1499.00,https://produto.mercadolivre.com.br/MLB-1650736680-kit-4-cartuchos-originais-hp-711-preto-80ml-color-29ml-cada-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=52&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB1650736680&sid=search
53,"HPCartucho Hp Original Cz133a 711 Preto 80ml (original Mesmo)Avaliação 4 de 5. (3 avaliações)4.0(3)R$599,99em11xR$54,54sem jurosFrete grátis",599.00,https://produto.mercadolivre.com.br/MLB-2651965010-cartucho-hp-original-cz133a-711-preto-80ml-original-mesmo-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=53&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB2651965010&sid=search
54,"HPKit Cartuchos 4 Cores Hp 711 P/ T120 T520 24-t520 36Avaliação 5 de 5. (1 avaliações)5.0(1)R$1.199em12xR$115,99Frete grátis",1199.00,https://produto.mercadolivre.com.br/MLB-3841481553-kit-cartuchos-4-cores-hp-711-p-t120-t520-24-t520-36-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=54&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB3841481553&sid=search
55,"HPKit 3 Cartuchos Hp 712 Color 29ml Cada T210 T230 T630 T650Avaliação 5 de 5. (3 avaliações)5.0(3)R$779,99em12xR$65sem jurosFrete grátis",779.00,https://produto.mercadolivre.com.br/MLB-4278924550-kit-3-cartuchos-hp-712-color-29ml-cada-t210-t230-t630-t650-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=55&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB4278924550&sid=search
56,"HPCartucho Magenta Original Hp 711 Pack C/ 3un - 29ml Cz135abAvaliação 5 de 5. (2 avaliações)5.0(2)R$562,41em12xR$54,29Chegará grátis amanhãEnviado pelo",562.00,https://produto.mercadolivre.com.br/MLB-3519525331-cartucho-magenta-original-hp-711-pack-c-3un-29ml-cz135ab-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=56&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB3519525331&sid=search
57,"HPCartucho Hp 711 Cz131a Magenta 29ml Original Cx 1 UnR$339,80em12xR$33,24Chegará grátis amanhãEnviado pelo",339.00,https://produto.mercadolivre.com.br/MLB-3307606532-cartucho-hp-711-cz131a-magenta-29ml-original-cx-1-un-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=57&search_layout=grid&type=item&tracking_id=f23b440a-fd87-4f25-8626-bc3af6b34644&wid=MLB3307606532&sid=search
