id,titulo,preco,link,avaliacao,num_avaliacoes
13,"Kit 03 Cartuchos Tinta Compativeis P/ Uso Hp 711 T120 T130Por Tec PrintAvaliação 4 de 5. (12 avaliações)4.0(12)R$192,80em12xR$18,99Frete grátis",192.00,https://produto.mercadolivre.com.br/MLB-2119319719-kit-03-cartuchos-tinta-compativeis-p-uso-hp-711-t120-t130-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB2119319719&sid=search,N/A,0
14,"Kit Toner Compativel P/ Uso Em Hp M479 M454 414a 4 Cores (a)Por Tec PrintAvaliação 4,3 de 5. (37 avaliações)4.3(37)R$269,94em6xR$44,99sem jurosFrete grátis",269.00,https://produto.mercadolivre.com.br/MLB-1979626553-kit-toner-compativel-p-uso-em-hp-m479-m454-414a-4-cores-a-_JM?searchVariation=175300901950&highlight=false&headerTopBrand=true#polycard_client=search-nordic&searchVariation=175300901950&position=15&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a,4.3,0
15,"Kit Toner Compativel P/ Uso Em Hp M479 M454 414a 4 Cores (a)Avaliação 4,4 de 5. (17 avaliações)4.4(17)R$239em6xR$39,83sem jurosFrete grátis",239.00,https://produto.mercadolivre.com.br/MLB-4040302266-kit-toner-compativel-p-uso-em-hp-m479-m454-414a-4-cores-a-_JM?searchVariation=181857757915&highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=181857757915&position=16&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a,4.4,0
16,"HPKit Cartucho Plotter Hp 711 Original 4 Cores Preto 80mlR$1.554R$1.39810% OFFem12xR$116,55sem jurosFrete grátis",1554.00,https://produto.mercadolivre.com.br/MLB-5376359326-kit-cartucho-plotter-hp-711-original-4-cores-preto-80ml-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB5376359326&sid=search,N/A,0
17,"HPCartucho Compativel Plotter T120 T520 T130 711 Kit 04 CoresAvaliação 4,1 de 5. (16 avaliações)4.1(16)R$176,07em12xR$17,31Frete grátis",176.00,https://produto.mercadolivre.com.br/MLB-3196689311-cartucho-compativel-plotter-t120-t520-t130-711-kit-04-cores-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB3196689311&sid=search,4.1,0
18,"Kit 04 Toner Compativel P/ Uso Hp 206a M255 M283 Com ChipPor Tec PrintR$1.169em12xR$97,48sem jurosFrete grátis",1169.00,https://produto.mercadolivre.com.br/MLB-3592024364-kit-04-toner-compativel-p-uso-hp-206a-m255-m283-com-chip-_JM?searchVariation=178096582643&highlight=false&headerTopBrand=true#polycard_client=search-nordic&searchVariation=178096582643&position=19&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a,N/A,0
19,"Kit 04 Toner Compativel P/ Uso Hp 206a M255 M283 Com ChipPor Tec PrintAvaliação 5 de 5. (4 avaliações)5.0(4)R$1.159em12xR$112,21Frete grátis",1159.00,https://produto.mercadolivre.com.br/MLB-3592011916-kit-04-toner-compativel-p-uso-hp-206a-m255-m283-com-chip-_JM?searchVariation=178096557067&highlight=false&headerTopBrand=true#polycard_client=search-nordic&searchVariation=178096557067&backend_model=search-backend&position=20&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a,N/A,0
20,"HPCartucho Compativel Plotter T120 T520 T130 711 Kit 04 CoresR$186,07em12xR$18,33Frete grátis",186.00,https://produto.mercadolivre.com.br/MLB-4028247455-cartucho-compativel-plotter-t120-t520-t130-711-kit-04-cores-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB4028247455&sid=search,N/A,0
21,HPKit Color Cartuchos Originais Hp711 Plotter T120 T520 T130Avaliação 5 de 5. (2 avaliações)5.0(2)R$1.099R$1.0445% OFFem12xR$87sem jurosFrete grátis,1099.00,https://produto.mercadolivre.com.br/MLB-2102656797-kit-color-cartuchos-originais-hp711-plotter-t120-t520-t130-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB2102656797&sid=search,N/A,0
22,"Kit Toner Compativel P/ Uso Em Hp M479 M454 414a 4 Cores (a)Avaliação 4 de 5. (1 avaliações)4.0(1)R$219em12xR$21,57Frete grátis",219.00,https://produto.mercadolivre.com.br/MLB-3582389701-kit-toner-compativel-p-uso-em-hp-m479-m454-414a-4-cores-a-_JM?searchVariation=179789226294&highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=179789226294&position=23&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a,N/A,0
